Student,ID,SIS User ID,SIS Login ID,Root Account,Section,Student's Request for Authorization of Absence - Webcourses Quiz for Step 1 (8140379),Attendance (8213842),Prerequisite / Financial Aid Quiz  (8140409),EC: W02-Video-Content-Quiz (8140423),EC: W04-Video-Content-Quiz (8140375),EC: W05-Video-Content-Quiz (8140430),EC: W06-Video-Content-Quiz (8140380),EC: W07-Video-Content-Quiz (8140387),EC Total to Ex1 (8140446),EC: W08-Video-Content-Quiz (8140412),EC: W10-Video-Content-Quiz (8140401),EC: W11-Video-Content-Quiz (8140420),EC: W13-Video-Content-Quiz (8140406),EC Total to Ex2 (8140447),EC: W10-Video-Content-Quiz(W10-not-used-in-Summer) (8140407),EC: W15-Video-Content-Quiz (8140390),EC: W09-Video-Content-Quiz (8140408),EC Total to Final (8140448),Quiz 3 Raw Score without curve which is Not used for letter grade calculation - Requires Respondus LockDown Browser (8140422),Final Exam-s Raw Score without curve which is Not used for letter grade calculation - Requires Respondus LockDown Browser (8140393),Attendance - Quiz 2 rebuttal (8225884),Midterm Exam 1 Raw Score without curve which is Not used for letter grade calculation - Requires Respondus LockDown Browser (8140418),Quiz 2 - Raw Score without curve which is Not used for letter grade calculation - Requires Respondus LockDown Browser (8180728),Midterm Exam 2-s Raw Score without curve which is Not used for letter grade calculation - Requires Respondus LockDown Browser (8140386),Attendance - Midterm 1 rebuttal (8140436),Attendance - Quiz 3 rebuttal (8140438),Attendance - Quiz 1 rebuttal  (8225802),Attendance - Midterm 2 Rebuttal (8140437),Midterm Exam 1 + EC (8140451),Midterm Exam 2 + EC (8140452),Final-s+15ptsCurve+EC (8140449),Quiz 1- Requires Respondus LockDown Browser (8140376),Quiz 2 + 1.2pts curve (8247171),Quiz 3 with +4 Curve (8140459),Project #1 Score (8140455),Collaborative Activity #1 Score (8140439),Project #2 Score (8140456),Collaborative Activity #2 Score (8140440),Project #3 Score (8140457),Assignments Current Score,Assignments Unposted Current Score,Assignments Final Score,Assignments Unposted Final Score,Assignment Reminders Current Score,Assignment Reminders Unposted Current Score,Assignment Reminders Final Score,Assignment Reminders Unposted Final Score,Extra Credit Current Score,Extra Credit Unposted Current Score,Extra Credit Final Score,Extra Credit Unposted Final Score,Imported Assignments Current Score,Imported Assignments Unposted Current Score,Imported Assignments Final Score,Imported Assignments Unposted Final Score,Component Scores (instead weighted in corresponding category after EC added) Current Score,Component Scores (instead weighted in corresponding category after EC added) Unposted Current Score,Component Scores (instead weighted in corresponding category after EC added) Final Score,Component Scores (instead weighted in corresponding category after EC added) Unposted Final Score,(Midterm Exam 1)+EC Category Current Score,(Midterm Exam 1)+EC Category Unposted Current Score,(Midterm Exam 1)+EC Category Final Score,(Midterm Exam 1)+EC Category Unposted Final Score,(Midterm Exam 2)+EC Category Current Score,(Midterm Exam 2)+EC Category Unposted Current Score,(Midterm Exam 2)+EC Category Final Score,(Midterm Exam 2)+EC Category Unposted Final Score,(Final Exam)+EC Category Current Score,(Final Exam)+EC Category Unposted Current Score,(Final Exam)+EC Category Final Score,(Final Exam)+EC Category Unposted Final Score,Quiz1-Category Current Score,Quiz1-Category Unposted Current Score,Quiz1-Category Final Score,Quiz1-Category Unposted Final Score,Quiz2-Category Current Score,Quiz2-Category Unposted Current Score,Quiz2-Category Final Score,Quiz2-Category Unposted Final Score,Quiz3-Category Current Score,Quiz3-Category Unposted Current Score,Quiz3-Category Final Score,Quiz3-Category Unposted Final Score,Project 1 Materials Overall Category Current Score,Project 1 Materials Overall Category Unposted Current Score,Project 1 Materials Overall Category Final Score,Project 1 Materials Overall Category Unposted Final Score,Project 1 Collaborative Category Current Score,Project 1 Collaborative Category Unposted Current Score,Project 1 Collaborative Category Final Score,Project 1 Collaborative Category Unposted Final Score,Project 2 Materials Overall Category Current Score,Project 2 Materials Overall Category Unposted Current Score,Project 2 Materials Overall Category Final Score,Project 2 Materials Overall Category Unposted Final Score,Project 2 Collaborative Activity Category Current Score,Project 2 Collaborative Activity Category Unposted Current Score,Project 2 Collaborative Activity Category Final Score,Project 2 Collaborative Activity Category Unposted Final Score,Project 3 Materials Overall Category Current Score,Project 3 Materials Overall Category Unposted Current Score,Project 3 Materials Overall Category Final Score,Project 3 Materials Overall Category Unposted Final Score,Current Score,Unposted Current Score,Final Score,Unposted Final Score,Current Grade,Unposted Current Grade,Final Grade,Unposted Final Grade
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,50,6,0.5,0,0,0,1,1.5,0,0,1,0,1,1,0,0,0,16,59.58,33.33,57.33,16,74.23,100,0,42.85,100,65.83,85.23,74.58,22.33,17.2,20,93,100,89.52,100,88.67,50,50,50,50,,,,,45.24,45.24,45.24,45.24,48.41,48.41,48.41,48.41,62.47,62.47,62.47,62.47,65.83,65.83,65.83,65.83,85.23,85.23,85.23,85.23,74.58,74.58,74.58,74.58,89.32,89.32,89.32,89.32,68.8,68.8,68.8,68.8,80,80,80,80,93,93,93,93,100,100,100,100,89.52,89.52,89.52,89.52,100,100,100,100,88.67,88.67,88.67,88.67,80.02,80.02,80.02,80.02,B+,B+,B+,B+
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,50,5,0.5,1,1,0,0,3.5,1,1,1,1,4,1,0,2,1,10.4,35.58,66.67,50.16,21.5,52.67,83.33,100,85.71,100,60.67,66.67,51.58,25,22.7,14.4,74.73,150,87.67,100,67.17,50,50,50,50,,,,,69.05,69.05,69.05,69.05,50.07,50.07,50.07,50.07,78.94,78.94,78.94,78.94,60.67,60.67,60.67,60.67,66.67,66.67,66.67,66.67,51.58,51.58,51.58,51.58,100,100,100,100,90.8,90.8,90.8,90.8,57.6,57.6,57.6,57.6,74.73,74.73,74.73,74.73,150,150,150,150,87.67,87.67,87.67,87.67,100,100,100,100,67.17,67.17,67.17,67.17,69.27,69.27,69.27,69.27,C+,C+,C+,C+
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,5,0.5,0,0,0,1,1.5,0,1.2,0,0,1.2,0,1,0,1,10,61.83,100,77.5,14.5,74.8,100,100,100,100,86,86,77.83,19.33,15.7,14,86,83.5,85.16,75,88,100,100,100,100,,,,,41.43,41.43,41.43,41.43,76.37,76.37,76.37,76.37,90.69,90.69,90.69,90.69,86,86,86,86,86,86,86,86,77.83,77.83,77.83,77.83,77.33,77.33,77.33,77.33,62.8,62.8,62.8,62.8,56,56,56,56,86,86,86,86,83.5,83.5,83.5,83.5,85.16,85.16,85.16,85.16,75,75,75,75,88,88,88,88,81.08,81.08,81.08,81.08,B+,B+,B+,B+
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,40.93,0,0,0,0,30,50.93,0,0,18.2,0,5,0,0,0,23.2,0,0,0,0,,,,,22.22,22.22,22.22,22.22,0,0,0,0,12.95,12.95,12.95,12.95,30,30,30,30,50.93,50.93,50.93,50.93,0,0,0,0,0,0,0,0,72.8,72.8,72.8,72.8,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,23.2,23.2,23.2,23.2,21.8,21.8,21.8,21.8,F,F,F,F
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,58.7,0,83,19.5,55.47,0,0,0,0,90,65.47,73.7,15.5,20.7,18,72.98,150,67.61,100,84.6,0,0,0,0,,,,,28.57,28.57,28.57,28.57,32.31,32.31,32.31,32.31,25.27,25.27,25.27,25.27,90,90,90,90,65.47,65.47,65.47,65.47,73.7,73.7,73.7,73.7,62,62,62,62,82.8,82.8,82.8,82.8,72,72,72,72,72.98,72.98,72.98,72.98,150,150,150,150,67.61,67.61,67.61,67.61,100,100,100,100,84.6,84.6,84.6,84.6,77.44,77.44,77.44,77.44,B,B,B,B
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.67,15.5,78.13,0,0,0,0,88.67,88.13,0,13.17,16.7,0,62.5,0,0,0,46.67,0,0,0,0,,,,,28.57,28.57,28.57,28.57,0,0,0,0,28.05,28.05,28.05,28.05,88.67,88.67,88.67,88.67,88.13,88.13,88.13,88.13,0,0,0,0,52.67,52.67,52.67,52.67,66.8,66.8,66.8,66.8,0,0,0,0,62.5,62.5,62.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,46.67,46.67,46.67,46.67,48.98,48.98,48.98,48.98,F,F,F,F
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,50,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,14,41.47,66.67,42.07,14.25,62.5,33.33,100,71.43,50,51.07,72.5,56.47,6.5,15.45,18,79.83,150,82.93,125,92,50,50,50,50,,,,,28.57,28.57,28.57,28.57,54.28,54.28,54.28,54.28,59.77,59.77,59.77,59.77,51.07,51.07,51.07,51.07,72.5,72.5,72.5,72.5,56.47,56.47,56.47,56.47,26,26,26,26,61.8,61.8,61.8,61.8,72,72,72,72,79.83,79.83,79.83,79.83,150,150,150,150,82.93,82.93,82.93,82.93,125,125,125,125,92,92,92,92,67.33,67.33,67.33,67.33,C,C,C,C
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,0,50,6,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,16.6,57.92,100,73.06,15.3,60.14,100,100,100,50,83.06,70.13,72.92,21.17,16.5,20.6,91.3,100,81.58,100,82.6,50,50,50,50,,,,,42.86,42.86,42.86,42.86,77.56,77.56,77.56,77.56,79.76,79.76,79.76,79.76,83.06,83.06,83.06,83.06,70.13,70.13,70.13,70.13,72.92,72.92,72.92,72.92,84.67,84.67,84.67,84.67,66,66,66,66,82.4,82.4,82.4,82.4,91.3,91.3,91.3,91.3,100,100,100,100,81.58,81.58,81.58,81.58,100,100,100,100,82.6,82.6,82.6,82.6,78.76,78.76,78.76,78.76,B,B,B,B
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,75,5,0,1,0,0,1,3,1,1.5,0.33,0,1.83,0,0,0,0,18.9,61.5,33.33,65.4,22,72.53,83.33,100,57.14,100,75.4,84.36,76.5,17.83,23.2,22.9,79.33,150,87.09,100,85.67,75,75,75,75,,,,,46.83,46.83,46.83,46.83,50.55,50.55,50.55,50.55,80.06,80.06,80.06,80.06,75.4,75.4,75.4,75.4,84.36,84.36,84.36,84.36,76.5,76.5,76.5,76.5,71.32,71.32,71.32,71.32,92.8,92.8,92.8,92.8,91.6,91.6,91.6,91.6,79.33,79.33,79.33,79.33,150,150,150,150,87.09,87.09,87.09,87.09,100,100,100,100,85.67,85.67,85.67,85.67,82.68,82.68,82.68,82.68,A-,A-,A-,A-
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,0,100,6,0,1,1,1.5,1,4.5,0,0,2,0,4,1,1,2,1,24,71.67,100,58.5,19,74.94,100,100,85.71,100,70,88.93,87.67,21.33,20.2,28,80.83,100,81.3,100,91.1,100,100,100,100,,,,,78.57,78.57,78.57,78.57,86.96,86.96,86.96,86.96,86.1,86.1,86.1,86.1,70,70,70,70,88.93,88.93,88.93,88.93,87.67,87.67,87.67,87.67,85.32,85.32,85.32,85.32,80.8,80.8,80.8,80.8,112,112,112,112,80.83,80.83,80.83,80.83,100,100,100,100,81.3,81.3,81.3,81.3,100,100,100,100,91.1,91.1,91.1,91.1,84.95,84.95,84.95,84.95,A,A,A,A
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,75,6,0.5,0,1,1,1,3.5,0,1,1,1,4,1,1,2,2,18.8,61.75,66.67,69.5,21,69.9,66.67,100,100,100,80,83.9,78.75,22.33,22.2,22.8,90.22,150,85.46,200,86.67,75,75,75,75,,,,,78.57,78.57,78.57,78.57,65.43,65.43,65.43,65.43,84.33,84.33,84.33,84.33,80,80,80,80,83.9,83.9,83.9,83.9,78.75,78.75,78.75,78.75,89.32,89.32,89.32,89.32,88.8,88.8,88.8,88.8,91.2,91.2,91.2,91.2,90.22,90.22,90.22,90.22,150,150,150,150,85.46,85.46,85.46,85.46,200,200,200,200,86.67,86.67,86.67,86.67,87.36,87.36,87.36,87.36,A,A,A,A
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,50,5,0.5,0,0,0,0,0.5,0,0,0,0,1,0,1,1,1,16.6,39.83,33.33,56,11.5,49.27,33.33,100,100,100,63.5,60.27,55.83,19.17,12.7,20.6,77.75,100,89.14,87.5,84.67,50,50,50,50,,,,,35.71,35.71,35.71,35.71,39.89,39.89,39.89,39.89,72.02,72.02,72.02,72.02,63.5,63.5,63.5,63.5,60.27,60.27,60.27,60.27,55.83,55.83,55.83,55.83,76.68,76.68,76.68,76.68,50.8,50.8,50.8,50.8,82.4,82.4,82.4,82.4,77.75,77.75,77.75,77.75,100,100,100,100,89.14,89.14,89.14,89.14,87.5,87.5,87.5,87.5,84.67,84.67,84.67,84.67,67.77,67.77,67.77,67.77,C,C,C,C
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,0,75,4.67,0,0,0,0,1,1,0,1,0,1,3,0,0,2,1,16.5,51,83.33,58.17,21.5,63.6,100,100,71.43,50,66.17,76.6,80,18.83,22.7,20.5,86.27,100,89.31,100,92.16,75,75,75,75,,,,,46.03,46.03,46.03,46.03,67.04,67.04,67.04,67.04,74.35,74.35,74.35,74.35,66.17,66.17,66.17,66.17,76.6,76.6,76.6,76.6,80,80,80,80,75.32,75.32,75.32,75.32,90.8,90.8,90.8,90.8,82,82,82,82,86.27,86.27,86.27,86.27,100,100,100,100,89.31,89.31,89.31,89.31,100,100,100,100,92.16,92.16,92.16,92.16,79.7,79.7,79.7,79.7,B,B,B,B
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,0,100,6,0.5,0,1,1,0,2.5,0,1,1,1,4,1,1,2,2,10,71.08,66.67,86.67,22.5,79.34,66.67,100,100,100,96.17,93.33,88.08,22.5,23.7,14,94.67,133.5,95.11,75,84,100,100,100,100,,,,,73.81,73.81,73.81,73.81,65.67,65.67,65.67,65.67,88.83,88.83,88.83,88.83,96.17,96.17,96.17,96.17,93.33,93.33,93.33,93.33,88.08,88.08,88.08,88.08,90,90,90,90,94.8,94.8,94.8,94.8,56,56,56,56,94.67,94.67,94.67,94.67,133.5,133.5,133.5,133.5,95.11,95.11,95.11,95.11,75,75,75,75,84,84,84,84,90.89,90.89,90.89,90.89,A,A,A,A
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,4.67,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,18.67,52,0,74.67,22,82.67,0,0,57.14,0,82.17,92.67,67,25,23.2,22.67,82.74,0,42.55,100,25,0,0,0,0,,,,,24.6,24.6,24.6,24.6,31.41,31.41,31.41,31.41,37.84,37.84,37.84,37.84,82.17,82.17,82.17,82.17,92.67,92.67,92.67,92.67,67,67,67,67,100,100,100,100,92.8,92.8,92.8,92.8,90.68,90.68,90.68,90.68,82.74,82.74,82.74,82.74,0,0,0,0,42.55,42.55,42.55,42.55,100,100,100,100,25,25,25,25,75.06,75.06,75.06,75.06,B-,B-,B-,B-
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,7,0.5,1,1,0,1,3.5,0,2,0,0,4,1,1,2,1,21,91.5,100,87,20.5,72.27,100,100,100,100,97.5,86.27,107.5,22.67,21.7,25,96.18,100,98.07,100,96.82,100,100,100,100,,,,,78.57,78.57,78.57,78.57,94.44,94.44,94.44,94.44,92.76,92.76,92.76,92.76,97.5,97.5,97.5,97.5,86.27,86.27,86.27,86.27,107.5,107.5,107.5,107.5,90.67,90.67,90.67,90.67,86.8,86.8,86.8,86.8,100,100,100,100,96.18,96.18,96.18,96.18,100,100,100,100,98.07,98.07,98.07,98.07,100,100,100,100,96.82,96.82,96.82,96.82,96.5,96.5,96.5,96.5,A,A,A,A
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,75,3,0,0,0,0,0,0,0,0.4,1,0,1.4,0,1,0,1,0,20.17,33.33,15.83,0,19.5,66.67,100,85.71,100,22.83,30.9,36.17,4.33,0,4,7.66,0,0,0,0,75,75,75,75,,,,,25.71,25.71,25.71,25.71,23.78,23.78,23.78,23.78,62.03,62.03,62.03,62.03,22.83,22.83,22.83,22.83,30.9,30.9,30.9,30.9,36.17,36.17,36.17,36.17,17.33,17.33,17.33,17.33,0,0,0,0,16,16,16,16,7.66,7.66,7.66,7.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.18,20.18,20.18,20.18,F,F,F,F
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,6,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,7.07,30.58,33.33,61.5,23.5,71.27,100,0,57.14,0,71.5,81.27,45.58,23.5,24.7,11.07,84.74,200,88.89,150,98.67,0,0,0,0,,,,,42.86,42.86,42.86,42.86,31.55,31.55,31.55,31.55,50.15,50.15,50.15,50.15,71.5,71.5,71.5,71.5,81.27,81.27,81.27,81.27,45.58,45.58,45.58,45.58,94,94,94,94,98.8,98.8,98.8,98.8,44.28,44.28,44.28,44.28,84.74,84.74,84.74,84.74,200,200,200,200,88.89,88.89,88.89,88.89,150,150,150,150,98.67,98.67,98.67,98.67,77.59,77.59,77.59,77.59,B,B,B,B
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,5,0,1,1,0,1,3,0,1,0.67,1,3.67,1,0,2,1,12.87,45,83.33,59,20,52.1,100,100,100,100,69,65.77,61,21.67,21.2,16.87,70.01,100,64.71,150,89.7,100,100,100,100,,,,,65.08,65.08,65.08,65.08,62.76,62.76,62.76,62.76,84.98,84.98,84.98,84.98,69,69,69,69,65.77,65.77,65.77,65.77,61,61,61,61,86.68,86.68,86.68,86.68,84.8,84.8,84.8,84.8,67.48,67.48,67.48,67.48,70.01,70.01,70.01,70.01,100,100,100,100,64.71,64.71,64.71,64.71,150,150,150,150,89.7,89.7,89.7,89.7,71.81,71.81,71.81,71.81,C+,C+,C+,C+
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,4.67,0.5,0,1,0,1,3.5,1,2,0,0,2,0,0,0,0,13.4,33.17,33.33,78.2,19,68,83.33,0,57.14,25,88.7,80,48.17,10.33,20.2,17.4,92,150,92.22,125,76.07,0,0,0,0,,,,,48.41,48.41,48.41,48.41,35.51,35.51,35.51,35.51,52.91,52.91,52.91,52.91,88.7,88.7,88.7,88.7,80,80,80,80,48.17,48.17,48.17,48.17,41.33,41.33,41.33,41.33,80.8,80.8,80.8,80.8,69.6,69.6,69.6,69.6,92,92,92,92,150,150,150,150,92.22,92.22,92.22,92.22,125,125,125,125,76.07,76.07,76.07,76.07,76.68,76.68,76.68,76.68,B-,B-,B-,B-
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,50,6,1,1,1,0,0,3,0,1.5,1,1,3.5,0,0,1,1,16.67,54.17,33.33,59.93,17.5,60.03,66.67,100,100,100,69.93,73.53,70.17,23.17,18.7,20.67,89.62,100,93.47,150,76.67,50,50,50,50,,,,,64.29,64.29,64.29,64.29,46.29,46.29,46.29,46.29,80.66,80.66,80.66,80.66,69.93,69.93,69.93,69.93,73.53,73.53,73.53,73.53,70.17,70.17,70.17,70.17,92.68,92.68,92.68,92.68,74.8,74.8,74.8,74.8,82.68,82.68,82.68,82.68,89.62,89.62,89.62,89.62,100,100,100,100,93.47,93.47,93.47,93.47,150,150,150,150,76.67,76.67,76.67,76.67,78.42,78.42,78.42,78.42,B,B,B,B
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,6,0,0,0,1,0,1,0,1.5,0,0,1.5,1,0,0,0,16,59.67,50,78.33,17,62,100,0,14.29,50,86.33,73.5,74.67,16.33,18.2,20,76.47,83.5,88.19,137.5,69,0,0,0,0,,,,,45.24,45.24,45.24,45.24,55.85,55.85,55.85,55.85,51.46,51.46,51.46,51.46,86.33,86.33,86.33,86.33,73.5,73.5,73.5,73.5,74.67,74.67,74.67,74.67,65.33,65.33,65.33,65.33,72.8,72.8,72.8,72.8,80,80,80,80,76.47,76.47,76.47,76.47,83.5,83.5,83.5,83.5,88.19,88.19,88.19,88.19,137.5,137.5,137.5,137.5,69,69,69,69,78.58,78.58,78.58,78.58,B,B,B,B
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,75,6,0.5,1,1,1,1,5.5,1,0,1,1,3,0,1,2,2,9.67,52.83,66.67,81.5,15,49.2,66.67,50,85.71,50,94,62.2,69.83,13.5,16.2,13.67,86.67,83.5,84.14,100,93.33,75,75,75,75,,,,,78.57,78.57,78.57,78.57,57.41,57.41,57.41,57.41,63.69,63.69,63.69,63.69,94,94,94,94,62.2,62.2,62.2,62.2,69.83,69.83,69.83,69.83,54,54,54,54,64.8,64.8,64.8,64.8,54.68,54.68,54.68,54.68,86.67,86.67,86.67,86.67,83.5,83.5,83.5,83.5,84.14,84.14,84.14,84.14,100,100,100,100,93.33,93.33,93.33,93.33,76.04,76.04,76.04,76.04,B-,B-,B-,B-
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,6.67,0.5,0,0,0,1,2.5,1,1.5,1,1,3.5,1,1,1,2,17.67,60.17,100,54.25,19.5,66.67,100,100,85.71,100,63.75,80.17,77.17,21.67,20.7,21.67,83.33,83.5,85.39,75,83,100,100,100,100,,,,,74.6,74.6,74.6,74.6,79.04,79.04,79.04,79.04,84.18,84.18,84.18,84.18,63.75,63.75,63.75,63.75,80.17,80.17,80.17,80.17,77.17,77.17,77.17,77.17,86.67,86.67,86.67,86.67,82.8,82.8,82.8,82.8,86.68,86.68,86.68,86.68,83.33,83.33,83.33,83.33,83.5,83.5,83.5,83.5,85.39,85.39,85.39,85.39,75,75,75,75,83,83,83,83,77.82,77.82,77.82,77.82,B,B,B,B
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,76.08,0,89.93,16,86.33,0,0,28.57,0,96.93,96.33,91.08,18.67,17.2,25.4,90.67,75,67.92,100,65.33,0,0,0,0,,,,,28.57,28.57,28.57,28.57,43.33,43.33,43.33,43.33,35.33,35.33,35.33,35.33,96.93,96.93,96.93,96.93,96.33,96.33,96.33,96.33,91.08,91.08,91.08,91.08,74.67,74.67,74.67,74.67,68.8,68.8,68.8,68.8,101.6,101.6,101.6,101.6,90.67,90.67,90.67,90.67,75,75,75,75,67.92,67.92,67.92,67.92,100,100,100,100,65.33,65.33,65.33,65.33,88.3,88.3,88.3,88.3,A,A,A,A
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,0,50,5,0.5,0,0,0,0,0.5,0,0.5,0,1,2.5,1,1,2,2,10.2,42.67,66.67,78.5,17.5,76.67,100,100,42.85,100,86,89.17,59.67,25,18.7,14.2,90.88,150,91.08,100,80.85,50,50,50,50,,,,,52.38,52.38,52.38,52.38,53.13,53.13,53.13,53.13,82.48,82.48,82.48,82.48,86,86,86,86,89.17,89.17,89.17,89.17,59.67,59.67,59.67,59.67,100,100,100,100,74.8,74.8,74.8,74.8,56.8,56.8,56.8,56.8,90.88,90.88,90.88,90.88,150,150,150,150,91.08,91.08,91.08,91.08,100,100,100,100,80.85,80.85,80.85,80.85,81.94,81.94,81.94,81.94,B+,B+,B+,B+
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,25,4,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,11.07,52,33.33,64,19,62.6,66.67,50,57.14,50,71.5,72.6,67,12,20.2,15.07,87.53,100,93.99,100,75,25,25,25,25,,,,,21.43,21.43,21.43,21.43,42.84,42.84,42.84,42.84,59.11,59.11,59.11,59.11,71.5,71.5,71.5,71.5,72.6,72.6,72.6,72.6,67,67,67,67,48,48,48,48,80.8,80.8,80.8,80.8,60.28,60.28,60.28,60.28,87.53,87.53,87.53,87.53,100,100,100,100,93.99,93.99,93.99,93.99,100,100,100,100,75,75,75,75,73.63,73.63,73.63,73.63,B-,B-,B-,B-
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,6,0,0,2,0,0,2,0,0.4,0.33,0,2.73,0,1,2,1,8.17,46.75,100,47.17,12.5,50.73,100,100,71.43,100,56.17,63.46,62.75,16.5,13.7,12.17,57.43,66.5,71.11,75,90.67,100,100,100,100,,,,,55.87,55.87,55.87,55.87,68.85,68.85,68.85,68.85,77.09,77.09,77.09,77.09,56.17,56.17,56.17,56.17,63.46,63.46,63.46,63.46,62.75,62.75,62.75,62.75,66,66,66,66,54.8,54.8,54.8,54.8,48.68,48.68,48.68,48.68,57.43,57.43,57.43,57.43,66.5,66.5,66.5,66.5,71.11,71.11,71.11,71.11,75,75,75,75,90.67,90.67,90.67,90.67,63.12,63.12,63.12,63.12,C,C,C,C
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,5,0.5,0,1,1,0,3.5,1,1.75,1,1,4.75,0,1,2,2,11.07,43.33,100,75.87,21.5,47.33,100,100,100,50,86.37,62.08,60.33,25,22.7,15.07,95.43,150,94.33,100,95.87,100,100,100,100,,,,,72.62,72.62,72.62,72.62,68.62,68.62,68.62,68.62,79.15,79.15,79.15,79.15,86.37,86.37,86.37,86.37,62.08,62.08,62.08,62.08,60.33,60.33,60.33,60.33,100,100,100,100,90.8,90.8,90.8,90.8,60.28,60.28,60.28,60.28,95.43,95.43,95.43,95.43,150,150,150,150,94.33,94.33,94.33,94.33,100,100,100,100,95.87,95.87,95.87,95.87,79.3,79.3,79.3,79.3,B,B,B,B
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,100,6,0,0,0,0,0,0,0,0.8,1,1,3.8,1,0,2,1,9.07,44.5,66.67,60.5,22,53.77,100,100,42.85,100,67.5,67.57,60.5,10.33,23.2,13.07,66.7,100,42.93,150,50.57,100,100,100,100,,,,,56.19,56.19,56.19,56.19,53.44,53.44,53.44,53.44,76.66,76.66,76.66,76.66,67.5,67.5,67.5,67.5,67.57,67.57,67.57,67.57,60.5,60.5,60.5,60.5,41.32,41.32,41.32,41.32,92.8,92.8,92.8,92.8,52.28,52.28,52.28,52.28,66.7,66.7,66.7,66.7,100,100,100,100,42.93,42.93,42.93,42.93,150,150,150,150,50.57,50.57,50.57,50.57,64.65,64.65,64.65,64.65,C,C,C,C
,,,,webcourses.ucf.edu,EEL3801C-23Fall 0M01,,50,4.67,1,1,0,0,0,3,1,0,1,1,3,0,1,2,2,13.4,66.83,100,56.5,15.9,63.94,100,0,71.43,100,66.5,76.93,83.83,22.33,17.1,17.4,87.03,100,92,100,92.67,50,50,50,50,,,,,60.32,60.32,60.32,60.32,80.1,80.1,80.1,80.1,65.24,65.24,65.24,65.24,66.5,66.5,66.5,66.5,76.93,76.93,76.93,76.93,83.83,83.83,83.83,83.83,89.32,89.32,89.32,89.32,68.4,68.4,68.4,68.4,69.6,69.6,69.6,69.6,87.03,87.03,87.03,87.03,100,100,100,100,92,92,92,92,100,100,100,100,92.67,92.67,92.67,92.67,79.84,79.84,79.84,79.84,B,B,B,B
